AFKB7F09OVKV7,1.00
A2XUADP5L61HQ5,0.00
A3R5OJR60C6004,0.00
AN098C29EGJ6,1.00
A209V2VHLLQ59W,0.00
A2R89RXGEVG05I,1.00
A2ONILC0LZKG6Y,1.00
A1HKCTDOTL6C9I,1.00
AJW3PL5UDH4BP,1.00
A14WLAP6TCEKO0,1.00
A1JVO7FLPATHUB,1.00
A3SGR153YCJ1XN,0.90
A25R2OI9L2Q1OW,0.90
AVIH7MSMSTZCW,0.00
A31681CCEVDIH3,1.00
AADRVG2QVZH75,1.00
A1NLJ1L4VCQYV2,0.90
A1YSYI926BBOHW,1.00
A2V3ECGQQYNO85,1.00
AYXDE087J2KO,0.00
A1GKD3NG1NNHRP,1.00
A8KX1HFH8NE2Q,1.00
A34SUZWGLXIWM8,1.00
A2GOYSTIL3LOV1,0.90
A2FL477TMKC91L,0.90
A11WCFPJSR5VZP,1.00
A2RY4MK1FONYH1,0.00
A2TUUIV61CR0C7,0.90
AFSGRTCIUF123,1.00
AEKJ0Q3OITMRJ,0.00
