A2KPSDEGQN6ENM,1.00
A2TQCLAV1NQW5N,0.00
A1NSHNH3MNFRGW,0.00
A2A07LB5EG953J,0.10
AKRFNRKI1IMJ1,0.90
AT4QUBMY4BXN7,0.90
A3F0NFNLOLFJT0,0.00
ARL942ATWSOZE,0.00
A1ETEW9WH37WDS,1.00
A29IGBZ9R3C59H,0.00
A2Z2OV7QGU10QN,0.90
A1IZ4NX41GKU4X,0.00
A4W9APAHFWVLO,1.00
AQ5KOKZQSZU0B,1.00
A2HZSG2OHU7O8P,1.00
A2IQ0QCTQ3KWLT,0.00
A2FBT0BSFOV91D,0.00
A335E87YTI7SLH,0.90
A3C5G8LGIAW0XL,0.00
A20IA63WXHF683,0.00
AMPMTF5IAAMK8,0.90
AL3U9R1JW2HN9,0.10
APTTMHLQ0C8DO,1.00
A2SISDKXH7PVVW,0.90
A2196WCNDZULFS,1.00
A3GLMBZSG3VU4P,1.00
A1S315FYTGY9GL,0.10
AAKBYJD64R6K,0.00
A3EHDY67QENKPT,0.90
A1UGFNSA16TKA0,1.00
A39EBLPHUIPAFH,0.00
A26MQTT9AXVJ3U,1.00
A3S3NLZV7A06QN,0.90
A3S3YW7ZDE7BS,0.00
AWXIEV9H6KT9E,0.00
A2NEFRREWF33YP,0.00
A37XJVQF62ZYC,0.00
A1KX1CMLUCQNFX,0.00
A1RVRBKEQL1ZPG,1.00
A359K1UO9OLEW5,0.00
A2C84POENS2UNY,0.00
A2RXH2WQVVTAPY,0.00
A377LTGWJKY2IW,0.90
A28Y07DTQRD73X,0.10
AE63GABJL0FGJ,1.00
A1C7XI68SED8JE,0.90
A3GQR89E66AQJY,1.00
A11Q8U6QTT8KGF,1.00
A37PO5YNKE5D97,1.00
A1TARNH07A75CG,0.90
A3HSONMX6LNZR4,1.00
A1J1PWS99LFVPL,0.00
A17AMTRIYI2Z2D,1.00
A1OQ3KL56KMQSU,0.90
A5BMKZRGHNSRT,0.90
A2ZD06QDBVKF59,0.00
A3EYWJCIO1MG9W,0.90
A3UPZ88FI1EJC,0.90
A2S3SV1LQTKJ8K,1.00
A1USR9JCAMDGM3,0.00
A5Q0UTSKAI2TQ,1.00
A2CSD7F60ZQLR,0.90
A1HCXQTH43W7EO,1.00
A336V7IY38Q2WN,0.10
AIWSB4YTN32GF,0.00
A1UZN21EAN1HZ4,1.00
A36O6HV8LCXLJR,1.00
A12HZGOZQD5YK7,1.00
A22AHPN2HZHFSV,0.00
AOER0SPVGJQAM,0.90
A2EHOMOBCNLBTK,1.00
A23KAJRDVCVGOE,0.90
A9PJRCYJEL7TJ,0.00
A3PKTPXXORWR97,0.00
A8FLNGDLNJCUU,0.10
A19WFIR31Z74EN,0.00
ANYW42STKMEJH,0.00
A2CLGYPCKVH59J,1.00
A16SJ5D3DKUEXJ,1.00
A1W7QLLENVP2AE,0.90
A2LAWUYEMWODHH,1.00
A2T11H7YI7QPGD,0.00
A1YHIQHLLLQIIQ,0.00
A1YZENV2T63DTL,1.00
A267GLM78AMQ75,0.00
AVXEDARJC5HLU,0.00
A2FKFD7SNBI2YG,0.90
A2I960JYUZ8KAV,1.00
A6579YP5QRY5W,1.00
A1SNC8UL8YFRH5,1.00
AY2U544TCVPMQ,1.00
A1DX0Z20W07YOR,1.00
A3MDBL0BTG602V,0.90
A297OTX4PW0XS3,0.90
A3RUQO10JKY9NT,1.00
A1KFNSMZBQRK1H,0.00
AD0W2H9QZ9S2W,1.00
A38LEVBZ3P5F6T,1.00
