A39GADIK8RLMVC,1.00
A3QSJY1FFN0N6V,0.00
A3G8OON0TDPN1E,0.00
A2GB0RI43KU4Z,1.00
ARG392N6HWZCJ,0.10
A1YZIQ47LJWVBH,1.00
A1Q5RFVJKMZBEN,1.00
A2MHM7JK1T9XHR,0.90
A3KA3A3M7LPMPA,1.00
A1KV1EXTPUDP40,0.00
AH00EJ6PK1H3A,1.00
A132MSWBBVTOES,1.00
A1VAL7L9L79IN0,1.00
AB09L2R4BPI6M,1.00
AWAW665TQQP2F,0.00
A2HHGI5CNSS5PD,1.00
A1MJVTR0PCKBWW,0.10
A2RVDEU138ZF9P,0.00
A114JRUBJ5IN7D,1.00
A2QWTQ4I70BRWO,0.00
A30VLAIIJIG5IS,1.00
A2HOGWIAG7DABP,0.00
A3BJ0H1UZ7YQL0,0.00
A38DXFI1TZA295,0.90
A1VR49TB3Q4BV8,0.00
A2Q9AL83FVQ1A9,1.00
AIK9IRPT4M848,1.00
A1IMO5XR05U7S5,0.00
AI6U09NVOZ62B,0.00
A3IGZ3N6TNPXUU,0.00
A1PP6DN7HB6Q9P,1.00
ALYR5CI2SM2JC,0.00
AKJ22H1NTVIQX,0.00
A3APMO8WXVH1V0,1.00
A149ROBL26JWPJ,1.00
A17K1CHOI773VZ,0.00
ALI92G1065WRG,0.90
A21SIPO89DP66I,0.90
APUPF3D94XYUQ,0.00
A234UW0G9PMSCC,0.90
A1LOUZD99NZCT2,1.00
A3BUWQ5C39GRQC,0.00
A3PC6T078P5MLK,1.00
A2ADEPVGNNXNPA,0.00
A3ITZNJQUTIZ4C,0.90
A3CWEIEY3TGJFX,1.00
AJNQ2PBD07FKE,0.00
AT6OT5K5Z4V0J,0.90
A2UTDZAZV1DF0N,0.00
A23OR0D1FCUVMM,0.90
A3LYTS9S2XD704,0.00
AOWW3URQNRJ6U,1.60
A2WGW5Y3ZFBDEC,0.90
A1940HXCOGYQ33,0.90
A34UER5ZQ5APMB,1.00
A2XQ3P6M9NZNYB,1.60
A1OM5NWYYYJKQW,0.00
AL83KKXUORS9Y,0.00
A1W8B7P1WVD7TX,1.00
A3P1S5BG8KQFUX,0.90
A1CX684F5TEO5W,0.00
A1VC6F0FYG1L5I,0.10
AH5YERKLBOLRP,0.00
A21EZISIJ3JPSW,1.00
AU4NOLXKV75XA,0.90
A15SUPIZ05ZFCD,1.00
A2I2M82BJGHZ04,0.00
A3D2GO0IFRFN6R,0.20
AI7JJFWNOMF5M,0.20
A3DFZQAOZ0NK2Q,0.90
A3I1W58P6SIV26,0.00
A1ATL3G98SFW4V,1.00
A3G00CCIK854NZ,0.00
A3LYQ5490FJYXK,1.00
A2XRKWINJ8HBQU,0.90
A3G6L97AX9KR7F,1.00
A35QEQPK7USJX2,0.20
A2WQT33K6LD9Z5,1.00
A3SOZYQZWJOOYS,0.10
A16UAN46CNIRHY,1.00
