AJ9W5GNM3SB2Q,0.00
A3Q0XAGQ7TD7MP,0.80
A2AG45K4ULNBHF,1.00
A2B1V17KZCKN1Y,1.00
A2IVGLOBFOT67M,1.00
A3K2ZXAFZCHYZI,0.90
A3IDAO8T75VO3Z,1.00
A12FCLCVIM2CL3,1.00
A3RS7UCO7CQ74R,0.80
A1J8TVICSRC70W,1.00
ACGZDI611LU0I,1.00
A1ZB2NY0F9QNP0,1.00
AXMPSUNKUBEIL,1.00
A2P065E9CYMYJL,0.80
A26TY8FHMJ183C,0.90
A3JLE2LJ5I17E2,0.80
A2RQMEPIHW5BOS,0.80
A1L82EA5PNL5RO,1.00
A1VELWIW4WE0FY,1.00
A3DKYNYN50FYFY,0.80
ARE37A8I60U7S,0.00
A24B5UF6RMHYGX,0.00
A320QA9HJFUOZO,1.00
A3QEVFM3UD67BA,1.00
AIPHJXQEDNW9L,0.80
A2A07J1P6YEW6Z,0.90
A16HSMUJ7C7QA7,1.00
AWPB724OHY99T,1.00
A3GIIL73GE2CBQ,1.00
AIQT0DPRTXYYD,0.80
A1VIP6S8H2XXH7,1.00
A1P6OXEJ86HQRM,1.00
AOAZMLP27GD81,1.00
AZ69TBTDH7AZS,0.80
A26A4HEBGP2MOX,0.00
A11UBOE8N877JJ,0.90
A63U6I4JM5APR,0.00
ACON9O9NMFOHE,0.00
A1561P9VVA3C1C,0.90
A1WYMR7MGOCO83,0.80
A1NCSZCN8EA787,0.00
A2F2DDH12YU4AK,0.90
AWIYSXEA51PFZ,1.00
A2XQ3CFB5HT2ZQ,1.00
A3P4253DFNPWIB,1.00
A3ISDIYTS02E8C,1.00
A1CE2XPYCDRHVZ,0.80
A26LOVXF4QZZCO,1.00
A1ANUL57YGDBSP,1.00
